lp,title,link,localization,price,rooms_number,area,floor
286,5-pokojowe mieszkanie 132m2 + taras Bez Prowizji,https://www.otodom.pl/pl/oferta/5-pokojowe-mieszkanie-132m2-taras-bez-prowizji-ID4tGSd,"ul. Białego Dębu, Stegny, Mokotów, Warszawa, mazowieckie",3 720 000 zł,5 pokoi,132.45 m²,2 piętro
287,"31m, 2 pokoje, Bliska Wola, Metro Młynów, +VAT 23%",https://www.otodom.pl/pl/oferta/31m-2-pokoje-bliska-wola-metro-mlynow-vat-23-ID4tATB,"al. Aleja Prymasa Tysiąclecia, Odolany, Wola, Warszawa, mazowieckie",620 000 zł,2 pokoje,30.73 m²,6 piętro
288,Świetna cena i miejsce! Możliwa własna aranżacja!,https://www.otodom.pl/pl/oferta/swietna-cena-i-miejsce-mozliwa-wlasna-aranzacja-ID4u1pm,"ul. Śniardwy, Służew, Mokotów, Warszawa, mazowieckie",629 000 zł,2 pokoje,42.15 m²,4 piętro
289,"Blisko centrum, do dwupokojowej aranżacji.",https://www.otodom.pl/pl/oferta/blisko-centrum-do-dwupokojowej-aranzacji-ID4u1xP,"ul. Marcina Kasprzaka, Odolany, Wola, Warszawa, mazowieckie",1 159 000 zł,2 pokoje,53.09 m²,3 piętro
290,Śródmieście || Wysoki standard || Metro,https://www.otodom.pl/pl/oferta/srodmiescie-wysoki-standard-metro-ID4tRMo,"pl. Plac Bankowy, Śródmieście Północne, Śródmieście, Warszawa, mazowieckie",1 399 000 zł,2 pokoje,64.5 m²,7 piętro
291,"Nowe, wygodne, mieszkanie na Nowy Rok :)",https://www.otodom.pl/pl/oferta/nowe-wygodne-mieszkanie-na-nowy-rok-ID4tnqr,"Młociny, Huta, Bielany, Warszawa, mazowieckie",1 199 990 zł,4 pokoje,89.6 m²,2 piętro
292,Słoneczne M3 Praga Duży Balkon,https://www.otodom.pl/pl/oferta/sloneczne-m3-praga-duzy-balkon-ID4sWdd,"ul. Grochowska, Grochów, Praga-Południe, Warszawa, mazowieckie",790 000 zł,3 pokoje,62.1 m²,4 piętro
293,4-pokojowe mieszkanie 86m2 + balkon,https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-86m2-balkon-ID4idcs,"ul. Podskarbińska, Grochów, Praga-Południe, Warszawa, mazowieckie",Zapytaj o cenę,4 pokoje,86.2 m²,1 piętro
294,Żoliborz - Przy Stacji Metra Plac Wilsona,https://www.otodom.pl/pl/oferta/zoliborz-przy-stacji-metra-plac-wilsona-ID4rmke,"ul. Juliusza Słowackiego, Stary Żoliborz, Żoliborz, Warszawa, mazowieckie",1 595 000 zł,3 pokoje,76.71 m²,3 piętro
295,2-pok.| Nowe budownictwo| 2xLoggia |Cisza i zieleń,https://www.otodom.pl/pl/oferta/2-pok-nowe-budownictwo-2xloggia-cisza-i-zielen-ID4tNq8,"ul. Kolska, Powązki, Wola, Warszawa, mazowieckie",1 199 000 zł,2 pokoje,52.29 m²,2 piętro
296,"Funkcjonalne, 4-pokojowe mieszkanie na Białołęce",https://www.otodom.pl/pl/oferta/funkcjonalne-4-pokojowe-mieszkanie-na-bialolece-ID4tD53,"ul. Brzeziny, Brzeziny, Białołęka, Warszawa, mazowieckie",1 095 000 zł,4 pokoje,87.09 m²,2 piętro
297,,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-38m2-balkon-bez-prowizji-ID.4oau1,,,Brak informacji,Brak informacji,Brak informacji
lp,title,link,localization,price,rooms_number,area,floor
298,Bezpośrednio - odswieżone mieszkanie 2-pokojowe,https://www.otodom.pl/pl/oferta/bezposrednio-odswiezone-mieszkanie-2-pokojowe-ID4u2wF,"ul. Czesława Przybylskiego, Ursynów-Centrum, Ursynów, Warszawa, mazowieckie",679 000 zł,2 pokoje,48 m²,1 piętro
299,2-pokojowe mieszkanie 41m2 + balkon Bezpośrednio,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-41m2-balkon-bezposrednio-ID4qMIl,"ul. Zwrotnicza, Czyste, Wola, Warszawa, mazowieckie",1 059 000 zł,2 pokoje,41.55 m²,1 piętro
300,Bezpośrednio - Nowe 3 pokoje ul.Berensona 131,https://www.otodom.pl/pl/oferta/bezposrednio-nowe-3-pokoje-ul-berensona-131-ID4tX8u,"ul. Leona Berensona, Grodzisk, Białołęka, Warszawa, mazowieckie",624 000 zł,3 pokoje,53 m²,Brak informacji
301,Nowe budownictwo ! Wysokie ! Balkon ! Komórka !,https://www.otodom.pl/pl/oferta/nowe-budownictwo-wysokie-balkon-komorka-ID4u2vz,"Służewiec, Mokotów, Warszawa, mazowieckie",599 999 zł,1 pokój,30 m²,5 piętro
302,Stara Ochota ! Nowe budownictwo ! Ochrona 24h !,https://www.otodom.pl/pl/oferta/stara-ochota-nowe-budownictwo-ochrona-24h-ID4u2vy,"Stara Ochota, Ochota, Warszawa, mazowieckie",749 000 zł,1 pokój,31 m²,3 piętro
303,2 Pokoje Super Widok Balkon Garaż,https://www.otodom.pl/pl/oferta/2-pokoje-super-widok-balkon-garaz-ID4tYgq,"Salomea, Włochy, Warszawa, mazowieckie",789 000 zł,2 pokoje,49 m²,5 piętro
304,3-pokojowe mieszkanie 60m2 + balkon Bezpośrednio,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-60m2-balkon-bezposrednio-ID4t9Id,"ul. Przeworska, Grochów, Praga-Południe, Warszawa, mazowieckie",Zapytaj o cenę,3 pokoje,60.45 m²,2 piętro
305,4-pokojowe mieszkanie 59m2 + balkon Bezpośrednio,https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-59m2-balkon-bezposrednio-ID4lXrz,"ul. Krzewna, Elsnerów, Targówek, Warszawa, mazowieckie",Zapytaj o cenę,4 pokoje,59.73 m²,2 piętro
306,"Bemowo Szeligowska, 64m2, metro,3 pok,bezpośrednio",https://www.otodom.pl/pl/oferta/bemowo-szeligowska-64m2-metro-3-pok-bezposrednio-ID4tTNL,"ul. Szeligowska 32, Chrzanów, Bemowo, Warszawa, mazowieckie",1 030 000 zł,3 pokoje,63.4 m²,1 piętro
307,"2 pok. przy uczelniach, tramwaj do centrum, metro",https://www.otodom.pl/pl/oferta/2-pok-przy-uczelniach-tramwaj-do-centrum-metro-ID4tOEf,"ul. Władysława Broniewskiego, Sady Żoliborskie, Żoliborz, Warszawa, mazowieckie",619 000 zł,2 pokoje,42.7 m²,9 piętro
308,4-pokojowe mieszkanie 70m2 + balkon Bez Prowizji,https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-70m2-balkon-bez-prowizji-ID4rmdQ,"ul. Bohuna, Brzeziny, Białołęka, Warszawa, mazowieckie",Zapytaj o cenę,4 pokoje,70.13 m²,2 piętro
309,4-pokojowe mieszkanie 92m2 + balkon Bez Prowizji,https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-92m2-balkon-bez-prowizji-ID4qMJ8,"ul. Zwrotnicza, Czyste, Wola, Warszawa, mazowieckie",1 896 000 zł,4 pokoje,92.06 m²,2 piętro
310,4-pokojowe mieszkanie 95m2 + loggia,https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-95m2-loggia-ID4nBYk,"ul. Adama Branickiego 5, Błonia Wilanowskie, Wilanów, Warszawa, mazowieckie",1 821 824 zł,4 pokoje,95.06 m²,1 piętro
311,3-pokojowe mieszkanie 50m2 + ogródek,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-50m2-ogrodek-ID4r1Fh,"ul. Skarbka z Gór 47, Grodzisk, Białołęka, Warszawa, mazowieckie",Zapytaj o cenę,3 pokoje,50.03 m²,parter
312,5-pokojowe mieszkanie 124m2 + ogródek Bez Prowizji,https://www.otodom.pl/pl/oferta/5-pokojowe-mieszkanie-124m2-ogrodek-bez-prowizji-ID4tvu1,"ul. Wiązana, Zerzeń, Wawer, Warszawa, mazowieckie",Zapytaj o cenę,5 pokoi,124.77 m²,1 piętro
313,"3 pokoje, garaż, komórka, na Targówku przy metrze",https://www.otodom.pl/pl/oferta/3-pokoje-garaz-komorka-na-targowku-przy-metrze-ID4tQz1,"Zacisze, Targówek, Warszawa, mazowieckie",1 099 000 zł,3 pokoje,67.7 m²,4 piętro
314,2-pokojowe mieszkanie 40m2 + loggia Bez Prowizji,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-40m2-loggia-bez-prowizji-ID4tbnl,"ul. Żelazna, Mirów, Wola, Warszawa, mazowieckie",1 792 000 zł,2 pokoje,40.71 m²,6 piętro
315,"Warszawa, Białołęka, Aluzyjna 2 pokoje, 44,8 m2",https://www.otodom.pl/pl/oferta/warszawa-bialoleka-aluzyjna-2-pokoje-44-8-m2-ID4u2wK,"ul. Aluzyjna, Nowodwory, Białołęka, Warszawa, mazowieckie",525 000 zł,2 pokoje,44.8 m²,1 piętro
316,4 pokoje / Kruczkowskiego / Patria,https://www.otodom.pl/pl/oferta/4-pokoje-kruczkowskiego-patria-ID4tmx0,"ul. Leona Kruczkowskiego, Solec, Śródmieście, Warszawa, mazowieckie",4 400 000 zł,4 pokoje,119 m²,6 piętro
317,"Mieszkanie 41m2 Sadyba, świetnie skomunikowane",https://www.otodom.pl/pl/oferta/mieszkanie-41m2-sadyba-swietnie-skomunikowane-ID4u2wR,"Sadyba, Mokotów, Warszawa, mazowieckie",660 000 zł,2 pokoje,41.3 m²,2 piętro
318,Bezpośrednio - odswieżone mieszkanie 2-pokojowe,https://www.otodom.pl/pl/oferta/bezposrednio-odswiezone-mieszkanie-2-pokojowe-ID4u2wF,"ul. Czesława Przybylskiego, Ursynów-Centrum, Ursynów, Warszawa, mazowieckie",679 000 zł,2 pokoje,48 m²,1 piętro
319,,https://www.otodom.pl/pl/oferta/nowe-budownictwo-wysokie-balkon-komorka-ID.4u2vz,,,Brak informacji,Brak informacji,Brak informacji
lp,title,link,localization,price,rooms_number,area,floor
320,gotowe mieszkanie 2-pok o podwyższonym standardzie,https://www.otodom.pl/pl/oferta/gotowe-mieszkanie-2-pok-o-podwyzszonym-standardzie-ID4u2ie,"ul. Głębocka, Grodzisk, Białołęka, Warszawa, mazowieckie",710 000 zł,2 pokoje,35.09 m²,parter
321,Sprzedam mieszkanie Grochów,https://www.otodom.pl/pl/oferta/sprzedam-mieszkanie-grochow-ID4u21L,"ul. Wojciecha Chrzanowskiego, Grochów, Praga-Południe, Warszawa, mazowieckie",1 150 000 zł,2 pokoje,50 m²,Brak informacji
322,Dwupokojowe przy Rondzie ONZ bezpośrednio,https://www.otodom.pl/pl/oferta/dwupokojowe-przy-rondzie-onz-bezposrednio-ID4u1RV,"Śródmieście Północne, Śródmieście, Warszawa, mazowieckie",599 000 zł,2 pokoje,27.5 m²,10 piętro
323,Bezpośrednio - odswieżone mieszkanie 2-pokojowe,https://www.otodom.pl/pl/oferta/bezposrednio-odswiezone-mieszkanie-2-pokojowe-ID4u2wF,"ul. Czesława Przybylskiego, Ursynów-Centrum, Ursynów, Warszawa, mazowieckie",679 000 zł,2 pokoje,48 m²,1 piętro
324,4-pokojowe mieszkanie 65m2 + loggia Bezpośrednio,https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-65m2-loggia-bezposrednio-ID4sCRU,"ul. Sprzeczna, Stara Praga, Praga-Północ, Warszawa, mazowieckie",Zapytaj o cenę,4 pokoje,65.25 m²,2 piętro
325,5-pokojowe mieszkanie 97m2 + balkon Bez Prowizji,https://www.otodom.pl/pl/oferta/5-pokojowe-mieszkanie-97m2-balkon-bez-prowizji-ID4o0BJ,"ul. Kłobucka, Wyczółki, Ursynów, Warszawa, mazowieckie",Zapytaj o cenę,5 pokoi,97.3 m²,6 piętro
326,Bielany. Dwa pokoje. Osiedle zamknięte.,https://www.otodom.pl/pl/oferta/bielany-dwa-pokoje-osiedle-zamkniete-ID4u2wD,"ul. Heroldów, Młociny, Bielany, Warszawa, mazowieckie",699 000 zł,2 pokoje,44.2 m²,1 piętro
327,Kawalerka na Bielanach blisko metra.,https://www.otodom.pl/pl/oferta/kawalerka-na-bielanach-blisko-metra-ID4u2wE,"Wrzeciono, Bielany, Warszawa, mazowieckie",450 000 zł,1 pokój,24 m²,3 piętro
328,4-pokojowe mieszkanie 116m2 + balkon,https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-116m2-balkon-ID4kea6,"ul. Bluszczańska, Siekierki, Mokotów, Warszawa, mazowieckie",Zapytaj o cenę,4 pokoje,116.75 m²,1 piętro
329,Chmielna Duo | mieszkanie 1-pok. | A1.24,https://www.otodom.pl/pl/oferta/chmielna-duo-mieszkanie-1-pok-a1-24-ID4nYAy,"ul. Chmielna, Mirów, Wola, Warszawa, mazowieckie",1 317 372 zł,1 pokój,41.59 m²,2 piętro
330,Bezpośrednio/ustawne/nowe mieszkanie/komórka/garaż,https://www.otodom.pl/pl/oferta/bezposrednio-ustawne-nowe-mieszkanie-komorka-garaz-ID4oyXd,"ul. Edwarda Habicha, Szamoty, Ursus, Warszawa, mazowieckie",889 267 zł,3 pokoje,64.91 m²,2 piętro
331,2oddzielne pok. Piękny widok na zieleń. Os.Zacisze,https://www.otodom.pl/pl/oferta/2oddzielne-pok-piekny-widok-na-zielen-os-zacisze-ID4u17k,"ul. Zielone Zacisze, Zacisze, Targówek, Warszawa, mazowieckie",790 000 zł,2 pokoje,54.06 m²,5 piętro
332,3pok. + taras przy ul.Magicznej. BliskoM2 i Parku,https://www.otodom.pl/pl/oferta/3pok-taras-przy-ul-magicznej-bliskom2-i-parku-ID4tLtU,"ul. Magiczna, Grodzisk, Białołęka, Warszawa, mazowieckie",699 000 zł,3 pokoje,50 m²,parter
333,2pok. + taras na Os. Park Leśny. Przy lesie i M2.,https://www.otodom.pl/pl/oferta/2pok-taras-na-os-park-lesny-przy-lesie-i-m2-ID4tUpZ,"ul. Ludwika Kondratowicza, Bródno-Podgrodzie, Targówek, Warszawa, mazowieckie",865 000 zł,2 pokoje,49 m²,2 piętro
334,2pok + duży taras 25m2+kom. Piękne zielone osiedle,https://www.otodom.pl/pl/oferta/2pok-duzy-taras-25m2-kom-piekne-zielone-osiedle-ID4u16u,"ul. Geodezyjna, Grodzisk, Białołęka, Warszawa, mazowieckie",799 000 zł,2 pokoje,50.5 m²,3 piętro
335,"Sprzedam kawalerkę-studio w Warszawie, Powiśle!!",https://www.otodom.pl/pl/oferta/sprzedam-kawalerke-studio-w-warszawie-powisle-ID4sukW,"Powiśle, Śródmieście, Warszawa, mazowieckie",590 000 zł,1 pokój,28 m²,parter
336,4-pokojowe mieszkanie 102m2 + 2 loggie,https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-102m2-2-loggie-ID4qHcS,"ul. Postępu, Służewiec, Mokotów, Warszawa, mazowieckie",Zapytaj o cenę,4 pokoje,102.26 m²,1 piętro
337,3-pokojowe mieszkanie 53m2 + 2 balkony,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-53m2-2-balkony-ID4nMto,"ul. Pawła Włodkowica, Brzeziny, Białołęka, Warszawa, mazowieckie",Zapytaj o cenę,3 pokoje,53.12 m²,3 piętro
338,4-pokojowe mieszkanie 86m2 + 3 balkony,https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-86m2-3-balkony-ID4taRH,"ul. Komisji Obrony Robotników, Okęcie, Włochy, Warszawa, mazowieckie",Zapytaj o cenę,4 pokoje,86.02 m²,5 piętro
339,3-pokojowe mieszkanie 69m2 + balkon,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-69m2-balkon-ID4mTFU,"ul. Powsińska, Sadyba, Mokotów, Warszawa, mazowieckie",1 174 530 zł,3 pokoje,69.09 m²,3 piętro
340,"Stylowe 3 pokoje z tarasem, garażem i komórką.",https://www.otodom.pl/pl/oferta/stylowe-3-pokoje-z-tarasem-garazem-i-komorka-ID4sh2y,"ul. Władysława Hermana, Gołąbki, Ursus, Warszawa, mazowieckie",899 000 zł,3 pokoje,53.4 m²,parter
341,3 pokoje apartamentowiec Królowej Marysieńki 75m2,https://www.otodom.pl/pl/oferta/3-pokoje-apartamentowiec-krolowej-marysienki-75m2-ID4n1Ky,"ul. Królowej Marysieńki, Wilanów Wysoki, Wilanów, Warszawa, mazowieckie",950 000 zł,3 pokoje,76 m²,1 piętro
342,3-pokojowe mieszkanie 63m2 + balkon Bezpośrednio,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-63m2-balkon-bezposrednio-ID4o58j,"ul. Herbu Oksza, Szamoty, Ursus, Warszawa, mazowieckie",Zapytaj o cenę,3 pokoje,63.15 m²,1 piętro
343,,https://www.otodom.pl/pl/oferta/bezposrednio-odswiezone-mieszkanie-2-pokojowe-ID.4u2wF,,,Brak informacji,Brak informacji,Brak informacji
lp,title,link,localization,price,rooms_number,area,floor
344,3-pokojowe mieszkanie 69m2 + ogródek Bezpośrednio,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-69m2-ogrodek-bezposrednio-ID4tabn,"ul. Solińska, Okęcie, Włochy, Warszawa, mazowieckie",Zapytaj o cenę,3 pokoje,69.84 m²,parter
345,2 pokoje na start lub inwestycje - Mokotów,https://www.otodom.pl/pl/oferta/2-pokoje-na-start-lub-inwestycje-mokotow-ID4tqAL,"Czerniaków, Mokotów, Warszawa, mazowieckie",595 000 zł,2 pokoje,37.2 m²,3 piętro
346,Mieszkanie na ogrodzonym osiedlu w sercu Warszawy,https://www.otodom.pl/pl/oferta/mieszkanie-na-ogrodzonym-osiedlu-w-sercu-warszawy-ID4tQlv,"ul. Leona Schillera, Muranów, Śródmieście, Warszawa, mazowieckie",1 195 000 zł,3 pokoje,47.8 m²,2 piętro
347,2-pokojowe mieszkanie 42m2 + balkon Bez Prowizji,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-42m2-balkon-bez-prowizji-ID4o597,"ul. Herbu Oksza, Szamoty, Ursus, Warszawa, mazowieckie",Zapytaj o cenę,2 pokoje,42.8 m²,6 piętro
348,2-pokojowe mieszkanie 45m2 + loggia Bez Prowizji,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-45m2-loggia-bez-prowizji-ID4rw2J,"ul. Marywilska 60, Żerań, Białołęka, Warszawa, mazowieckie",Zapytaj o cenę,2 pokoje,45.69 m²,1 piętro
349,5-pokojowe mieszkanie 130m2 + ogródek Bez Prowizji,https://www.otodom.pl/pl/oferta/5-pokojowe-mieszkanie-130m2-ogrodek-bez-prowizji-ID4siuu,"ul. Kuropatwy, Mysiadło, Lesznowola, piaseczyński, mazowieckie",1 390 000 zł,5 pokoi,130.84 m²,parter
350,2-pokojowe mieszkanie 45m2 + ogródek Bezpośrednio,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-45m2-ogrodek-bezposrednio-ID4shru,"ul. Marywilska, Żerań, Białołęka, Warszawa, mazowieckie",Zapytaj o cenę,2 pokoje,45.28 m²,parter
351,3-pokojowe mieszkanie 70m2 + loggia Bezpośrednio,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-70m2-loggia-bezposrednio-ID4iUGL,"ul. Heroldów, Młociny, Bielany, Warszawa, mazowieckie",1 150 000 zł,3 pokoje,70.08 m²,1 piętro
352,2-pokojowe mieszkanie 59m2 + ogródek,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-59m2-ogrodek-ID4tGSh,"ul. Białego Dębu, Stegny, Mokotów, Warszawa, mazowieckie",1 620 000 zł,2 pokoje,59.6 m²,parter
353,4-pokojowe mieszkanie 76m2 + loggia Bezpośrednio,https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-76m2-loggia-bezposrednio-ID4hh6n,"ul. Głębocka, Grodzisk, Białołęka, Warszawa, mazowieckie",Zapytaj o cenę,4 pokoje,76.87 m²,2 piętro
354,"Mieszkanie poddasze użytkowe 109,16 m ² balkon 9m²",https://www.otodom.pl/pl/oferta/mieszkanie-poddasze-uzytkowe-109-16-m-balkon-9m-ID4tgQk,"ul. Krobińska, Kawęczyn-Wygoda, Rembertów, Warszawa, mazowieckie",1 090 000 zł,5 pokoi,109.16 m²,parter
355,Dwupokojowe mieszkanie blisko Galerii Mokotów,https://www.otodom.pl/pl/oferta/dwupokojowe-mieszkanie-blisko-galerii-mokotow-ID4tmuf,"ul. Orzycka, Wierzbno, Mokotów, Warszawa, mazowieckie",595 000 zł,2 pokoje,37 m²,Brak informacji
356,4-pok. mieszkanie 81 m2 gotowe do odbioru + balkon,https://www.otodom.pl/pl/oferta/4-pok-mieszkanie-81-m2-gotowe-do-odbioru-balkon-ID4tCeb,"ul. Białołęcka, Brzeziny, Białołęka, Warszawa, mazowieckie",Zapytaj o cenę,4 pokoje,81 m²,2 piętro
357,3-pokojowe mieszkanie 57m2 + balkon Bez Prowizji,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-57m2-balkon-bez-prowizji-ID4t9Ic,"ul. Przeworska, Grochów, Praga-Południe, Warszawa, mazowieckie",Zapytaj o cenę,3 pokoje,57.38 m²,1 piętro
358,2-pokojowe mieszkanie 43m2 + ogródek Bez Prowizji,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-43m2-ogrodek-bez-prowizji-ID4po8x,"ul. Szeligowska, Chrzanów, Bemowo, Warszawa, mazowieckie",Zapytaj o cenę,2 pokoje,43.16 m²,parter
359,4-pokojowe mieszkanie 74m2 + balkon Bezpośrednio,https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-74m2-balkon-bezposrednio-ID4poaw,"ul. Oliwska, Bródno, Targówek, Warszawa, mazowieckie",Zapytaj o cenę,4 pokoje,74.78 m²,5 piętro
360,3-pokojowe mieszkanie 55m2 + loggia Bez Prowizji,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-55m2-loggia-bez-prowizji-ID4paog,"ul. Marywilska 19, Żerań, Białołęka, Warszawa, mazowieckie",Zapytaj o cenę,3 pokoje,55.76 m²,1 piętro
361,4-pokojowe mieszkanie 84m2 + balkon Bez Prowizji,https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-84m2-balkon-bez-prowizji-ID4lzzY,"ul. Jutrzenki, Salomea, Włochy, Warszawa, mazowieckie",Zapytaj o cenę,4 pokoje,84.59 m²,2 piętro
362,4-pokojowe mieszkanie 109m2 + 2 balkony,https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-109m2-2-balkony-ID4tbYS,"ul. Szeligowska, Chrzanów, Bemowo, Warszawa, mazowieckie",Zapytaj o cenę,4 pokoje,109.97 m²,2 piętro
363,3-pokojowe mieszkanie 63m2 + ogródek,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-63m2-ogrodek-ID4oqJn,"al. Aleje Jerozolimskie, Raków, Włochy, Warszawa, mazowieckie",Zapytaj o cenę,3 pokoje,63.2 m²,parter
364,Vonder UpTown | apartament 2-pok. | 67,https://www.otodom.pl/pl/oferta/vonder-uptown-apartament-2-pok-67-ID4sewj,"ul. Stanisława Dubois, Muranów, Śródmieście, Warszawa, mazowieckie",984 311 zł,2 pokoje,36.09 m²,parter
365,,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-42m2-balkon-bez-prowizji-ID.4o597,,,Brak informacji,Brak informacji,Brak informacji
lp,title,link,localization,price,rooms_number,area,floor
366,"Warszawa, Białołęka, Aluzyjna 2 pokoje, 44,8 m2",https://www.otodom.pl/pl/oferta/warszawa-bialoleka-aluzyjna-2-pokoje-44-8-m2-ID4u2wK,"ul. Aluzyjna, Nowodwory, Białołęka, Warszawa, mazowieckie",525 000 zł,2 pokoje,44.8 m²,1 piętro
367,"Apartament 3-pokojowy, 2 balkony 79m2, Wilanów",https://www.otodom.pl/pl/oferta/apartament-3-pokojowy-2-balkony-79m2-wilanow-ID4tm1m,"Powsinek, Wilanów, Warszawa, mazowieckie",1 550 000 zł,3 pokoje,79 m²,2 piętro
368,Mokotów/METRO/2pokoje/po gen. remoncie/balkon,https://www.otodom.pl/pl/oferta/mokotow-metro-2pokoje-po-gen-remoncie-balkon-ID4u1HS,"ul. Artura Malawskiego, Wyględów, Mokotów, Warszawa, mazowieckie",735 000 zł,2 pokoje,39 m²,6 piętro
369,1-pokojowe mieszkanie 31m2 + loggia,https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-31m2-loggia-ID4kHIn,"ul. Krochmalna, Mirów, Wola, Warszawa, mazowieckie",Zapytaj o cenę,1 pokój,31.34 m²,7 piętro
370,4-pokojowe mieszkanie 81m2 + loggia Bez Prowizji,https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-81m2-loggia-bez-prowizji-ID4qMIN,"ul. Zwrotnicza, Czyste, Wola, Warszawa, mazowieckie",1 759 000 zł,4 pokoje,81.02 m²,6 piętro
371,4-pokojowe mieszkanie 62m2 + taras Bez Prowizji,https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-62m2-taras-bez-prowizji-ID4sdb3,"ul. Bokserska, Wyczółki, Ursynów, Warszawa, mazowieckie",Zapytaj o cenę,4 pokoje,62 m²,7 piętro
372,2-pokojowe mieszkanie 43m2 + balkon Bezpośrednio,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-43m2-balkon-bezposrednio-ID4sA6j,"ul. Narwik, Górce, Bemowo, Warszawa, mazowieckie",Zapytaj o cenę,2 pokoje,43.74 m²,5 piętro
373,3-pokojowe mieszkanie 60m2 + balkon Bezpośrednio,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-60m2-balkon-bezposrednio-ID4sEbq,"ul. Hilarego Koprowskiego, Wyczółki, Ursynów, Warszawa, mazowieckie",Zapytaj o cenę,3 pokoje,60.32 m²,1 piętro
374,Vonder UpTown | apartament 2-pok. | 100,https://www.otodom.pl/pl/oferta/vonder-uptown-apartament-2-pok-100-ID4sev3,"ul. Stanisława Dubois, Muranów, Śródmieście, Warszawa, mazowieckie",Zapytaj o cenę,2 pokoje,36.13 m²,4 piętro
375,5-pokojowe mieszkanie 118m2 + balkon Bezpośrednio,https://www.otodom.pl/pl/oferta/5-pokojowe-mieszkanie-118m2-balkon-bezposrednio-ID4tabF,"ul. Solińska, Okęcie, Włochy, Warszawa, mazowieckie",Zapytaj o cenę,5 pokoi,118.58 m²,1 piętro
376,3-pokojowe mieszkanie 58m2 + taras Bez Pośredników,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-58m2-taras-bez-posrednikow-ID4oOVx,"ul. Czarnomorska, Stegny, Mokotów, Warszawa, mazowieckie",Zapytaj o cenę,3 pokoje,58.96 m²,parter
377,3-pokojowe mieszkanie 73m2 + 2 ogródki,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-73m2-2-ogrodki-ID4kfel,"ul. Sokratesa, Wawrzyszew, Bielany, Warszawa, mazowieckie",1 236 000 zł,3 pokoje,73.53 m²,parter
378,2-pokojowe mieszkanie 46m2 + loggia Bez Prowizji,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-46m2-loggia-bez-prowizji-ID4ly7Y,"ul. Oszmiańska, Targówek Mieszkaniowy, Targówek, Warszawa, mazowieckie",Zapytaj o cenę,2 pokoje,46.3 m²,6 piętro
379,2-pokojowe mieszkanie 35m2 + taras Bez Pośredników,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-35m2-taras-bez-posrednikow-ID4ofgg,"Precyzyjna, Gocław, Praga-Południe, Warszawa, mazowieckie",724 400 zł,2 pokoje,35.21 m²,6 piętro
380,4-pokojowe mieszkanie 81m2 + 2 ogródki,https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-81m2-2-ogrodki-ID4rzHC,"ul. Strumykowa, Nowodwory, Białołęka, Warszawa, mazowieckie",Zapytaj o cenę,4 pokoje,81.06 m²,parter
